trimestre,region,sexo,nivel_educativo,ocupados_informales,ocupados_formales,ocupados_totales,tasa_informal
2024Q3,Ñuble,Mujeres,Básica completa,1811,2252,4063,0.4457297563376815
2024Q4,Ñuble,Mujeres,Básica completa,2562,5438,8000,0.32025
2023Q1,Ñuble,Mujeres,Media incompleta,1395,1383,2778,0.5021598272138229
2023Q2,Ñuble,Mujeres,Media incompleta,4412,7067,11479,0.38435403780817146
2023Q3,Ñuble,Mujeres,Media incompleta,3554,8273,11827,0.3004988585440095
2023Q4,Ñuble,Mujeres,Media incompleta,3066,4179,7245,0.42318840579710143
2024Q1,Ñuble,Mujeres,Media incompleta,1724,3210,4934,0.34941224158897444
2024Q2,Ñuble,Mujeres,Media incompleta,6351,8330,14681,0.4325999591308494
2024Q3,Ñuble,Mujeres,Media incompleta,2081,2690,4771,0.4361769021169566
2024Q4,Ñuble,Mujeres,Media incompleta,2749,4710,7459,0.36854806274299506
2023Q1,Ñuble,Mujeres,Media completa,4724,9207,13931,0.3390998492570526
2023Q2,Ñuble,Mujeres,Media completa,4295,4312,8607,0.49901243174160564
2023Q3,Ñuble,Mujeres,Media completa,5467,8384,13851,0.3947007436286189
2023Q4,Ñuble,Mujeres,Media completa,4742,6178,10920,0.43424908424908426
2024Q1,Ñuble,Mujeres,Media completa,6695,10091,16786,0.398844274991064
2024Q2,Ñuble,Mujeres,Media completa,4986,7313,12299,0.40539881291161883
2024Q3,Ñuble,Mujeres,Media completa,5226,11361,16587,0.31506601555434977
2024Q4,Ñuble,Mujeres,Media completa,4663,6972,11635,0.40077352814782985
2023Q1,Ñuble,Mujeres,Superior incompleta,3554,5156,8710,0.40803673938002294
2023Q2,Ñuble,Mujeres,Superior incompleta,7403,9786,17189,0.43068241317121414
2023Q3,Ñuble,Mujeres,Superior incompleta,4746,9623,14369,0.3302943837427796
2023Q4,Ñuble,Mujeres,Superior incompleta,1443,2854,4297,0.3358156853618804
2024Q1,Ñuble,Mujeres,Superior incompleta,3480,5634,9114,0.3818301514154049
2024Q2,Ñuble,Mujeres,Superior incompleta,3497,7083,10580,0.3305293005671078
2024Q3,Ñuble,Mujeres,Superior incompleta,2921,5268,8189,0.35669800952497255
2024Q4,Ñuble,Mujeres,Superior incompleta,9666,8547,18213,0.5307198155163894
2023Q1,Ñuble,Mujeres,Superior completa,1644,1740,3384,0.4858156028368794
2023Q2,Ñuble,Mujeres,Superior completa,1450,2062,3512,0.41287015945330297
2023Q3,Ñuble,Mujeres,Superior completa,1187,3071,4258,0.27876937529356505
2023Q4,Ñuble,Mujeres,Superior completa,6781,7145,13926,0.4869309205802097
2024Q1,Ñuble,Mujeres,Superior completa,4737,7976,12713,0.37261071344293245
2024Q2,Ñuble,Mujeres,Superior completa,8094,8114,16208,0.49938302073050345
2024Q3,Ñuble,Mujeres,Superior completa,974,2350,3324,0.29302045728038506
2024Q4,Ñuble,Mujeres,Superior completa,4245,6037,10282,0.4128574207352655
